name,type,address,phone,latitude,longitude,city,region_category,source
AQS Dental,CLINIC,"Sumqayıt şəh.,13-cü mikr-n, Babək pr. 241, AZ 5001",0552042598,40.56724404646558,49.692663875535416,Sumqayıt,Region,AIIC
ARS Reabilitasiya Mərkəzi MMC,CLINIC,"Nərimanov ray., H. Əliyev 889-cu məhəllə, ev 82",0124801788,40.40856275613713,49.857124875527354,Bakı,Bakı,AIIC
Atlas Medical Center,CLINIC,"Xətai ray., Xətai prospekti 15",0124969606,40.387402457424464,49.853899375526275,Bakı,Bakı,AIIC
Avita,CLINIC,"Bakı şəh.,Binə qəs.,Əli İsazadə küç. 139",0702022702,40.413127359479574,49.890014936094346,Bakı,Bakı,AIIC
Avrasiya Hospital,CLINIC,Nəsimi ray. Ak. Həsən Əliyev küç. 15,0559790101,40.41120039878135,49.8116767904934,Bakı,Bakı,AIIC
Aysmed Klinikası,CLINIC,"Xətai ray., M. Hadi küç.,2",0552524047,40.39438875699956,49.95057117552664,Bakı,Bakı,AIIC
Azərbaycan Tibb Universitetinin Tədris Cərrahiyyə Klinikası,CLINIC,"Mirqasımov küç., 1004-cü məhəllə",,40.3921817479922,49.83177782369605,Bakı,Bakı,AIIC
Azərbaycan Tibb Universitetinin Tədris Stomatoloji Klinikası,CLINIC,"Bakı şəhəri, Nəsimi rayonu, S.Vurğun küçəsi,175",,40.39923220670496,49.82930642552687,Bakı,Bakı,AIIC
Azərbaycan Tibb Universitetinin Tədris Terapevtik Klinikası,CLINIC,"Nəsimi ray.,Mərdanov qardaşları küç.1001",(+99412) 597 44 90,40.396690906859455,49.82916347552663,Bakı,Bakı,AIIC
Badam Klinikası,CLINIC,"Səbail r-nu, A.Abbaszadə küç., 13A",*6699,40.35248585954776,49.81076947552447,Bakı,Bakı,AIIC
BatıGöz Azərbaycan,CLINIC,"Nəsimi ray., Vaqif pr.,9A",0513104033,40.392580557109646,49.84050837552639,Bakı,Bakı,AIIC
Biosis Tibb Mərkəzi,CLINIC,"Bakı şəh., Yasamal ray., M.Naxçıvani, ev 9",,40.38334035767169,49.822651675525925,Bakı,Bakı,AIIC
Bona Dea International Hospital,CLINIC,"Mehdi Abbasov, Baku 1060",+994 12525 09 00,40.40915725610106,49.86468967552732,Bakı,Bakı,AIIC
Bonum,CLINIC,"Şəki şəhəri, Zərifə Əliyeva küçəsi 90",0506630088,41.15711231024786,47.175883075566034,Şəki,Region,AIIC
Caspian İnternational Hospital,CLINIC,"Səbayıl ray., Badamdar, 1-ci yaşayış massivi, 31",(012) 502-50-16,40.34331226010527,49.807657175523936,Bakı,Bakı,AIIC
Celamig Göz Klinikası,CLINIC,Nəsimi ray. Süleyman Rəhimov 126/64,0707389000,40.378228457982516,49.83514467552578,Bakı,Bakı,AIIC
Central Clinic,CLINIC,"Xırdalan şəh.,30-cu məhəllə, ev 14",0507776999,40.45358945339588,49.731531075529595,Absheron,Bakı,AIIC
Citomed Klinikası,CLINIC,"Bakı şəh, Möhsün Sənani 106",0508067696,40.398398656755624,49.83286427552672,Bakı,Bakı,AIIC
CityHospital,CLINIC,"Bakı şəhəri, Y.V.Çəmənzəminli küçəsi 18, AZ1078",(+994 50) 520 03 03,40.401943156539886,49.831431275527024,Bakı,Bakı,AIIC
Dent House,CLINIC,"Mehemmed Hadi, 7",0123757778,40.39190065715094,49.95156057552639,Bakı,Bakı,AIIC
DENTAL GROUP-FAA,CLINIC,"Bakı şəh., Sabunçu ray.,Sülh (Bakıxanov qəs.),ev 2/20",,40.48230295164659,49.83428147553108,Bakı,Bakı,AIIC
Dental Plus,CLINIC,"Xətai ray.,M. Hadi küç.,68B, məh. 2945-46 m. 90A",,40.37495235818178,49.95007747552553,Bakı,Bakı,AIIC
Dental Studio Bakı,CLINIC,"Səbayıl ray., Mehbali Zeynalabdin küç. 6",0125982887,40.379813957886135,49.85360447552581,Bakı,Bakı,AIIC
Dentamed Estetik,CLINIC,"Nərimanov ray., Koroğlu Rəhimov küç., 3A",0502821333,40.395665856921944,49.8570389755266,Bakı,Bakı,AIIC
Diaqnoz Tibb Mərkəzi,CLINIC,"Xətai ray., Sarayevo küç., 15",0123700666,40.38629335749193,49.96096647552615,Bakı,Bakı,AIIC
Dünya Estetik -stomatoloji klinika,CLINIC,"Bakı şəh., Nərimanov ray., Məmməd Araz, ev 27",,40.406030456291205,49.83844347552715,Bakı,Bakı,AIIC
Dünyagöz Hastanesi Bakı,CLINIC,"Səbayıl ray., Bayıl Qəsəbəsi, M.Hüseynov pr.i 39",0124044469,40.34946325973146,49.8330827755241,Bakı,Bakı,AIIC
Dəniz Diş klinikası,CLINIC,"Yasamal ray., Lev Tolstoy küç 137, mən 7",0125965904,40.372585658325654,49.83191917552545,Bakı,Bakı,AIIC
EGE Hospital,CLINIC,"Akademik Həsən Əliyev küçəsi 38, AZ1078 Bakı, Azərbaycan",(+994) 12 599 1117,40.39905249999999,49.83323107852309,Bakı,Bakı,AIIC
Funda Hospital,CLINIC,"Nərimanov rayonu, Hidayətzadə küç. 163",0125662844,40.39417335701263,49.86961527552656,Bakı,Bakı,AIIC
Funda-Stomatologiya,CLINIC,"Nərimanov rayonu, Hidayətzadə küç. 163",0125662844,40.39417335701263,49.86961527552656,Bakı,Bakı,AIIC
German Hospital,CLINIC,"Yasamal ray., İsmayılbəy Qutqaşınlı küç, 50",0554557883,40.369557158509785,49.818474675525316,Bakı,Bakı,AIIC
Gəncə Beynəlxalq Xəstəxanası,CLINIC,"Gəncə şəh., H. Əliyev pr 60D/EF",0555007100,40.69463253867939,46.36352447554201,Gəncə,Region,AIIC
Happy Smile,CLINIC,"Nəsimi rayonu,Vladislav Plotnikov küç.29",,40.38558625753505,49.84368502552606,Bakı,Bakı,AIIC
Hayat Clinic,CLINIC,"Yasamal ray.,Mətbuat Prospekti 35a",0124041404,40.37756305802307,49.80615807552579,Bakı,Bakı,AIIC
HB Güvən,CLINIC,"Atatürk pr-ti, 1108",(012) 436 14 96,40.416761,49.844457,Bakı,Bakı,AIIC
HN Medical,CLINIC,"Quba şəh., Maksim Qorki küç.",,41.361320447612364,48.520210025576596,Quba,Region,AIIC
HN Medical,CLINIC,"Bakı şəh., Xətai ray., M.Hadi küçəsi 229D",,40.365691907291584,49.95335277870509,Bakı,Bakı,AIIC
HTC Cliniva Hospital,CLINIC,"Bakı şəh., Q. Qarayev pr. 84",0124217777,40.407033956230165,49.94263527552723,Bakı,Bakı,AIIC
Interdent,CLINIC,"Bakı şəh., Xətai ray.,Məhəmməd Hadi, ev 64,m. 48",0552627573,40.38733565742869,49.84401777552618,Bakı,Bakı,AIIC
İnternational Medical Center 1,CLINIC,"Nərimanov ray.,Bəşir Səfəroğlu küç 183.",0125961316,40.3743153582205,49.83569867552553,Bakı,Bakı,AIIC
İnternational Medical Centre 2,CLINIC,"Nəsimi ray.,Aşıq Molla Cümə 11B",+994 70 266 55 74,40.4031295,49.8646034,Bakı,Bakı,AIIC
İsmayıloğlu-Dental,CLINIC,"Bakı şəhəri, Azadlıqpr.3071-ci məh",,40.404820456364895,49.834040575527084,Bakı,Bakı,AIIC
İstanbul NS Klinika,CLINIC,"Nərimanov ray.,Atatürk prospekti 140",012 465 85 00,40.412792255879744,49.84454587552752,Bakı,Bakı,AIIC
Leyla Medical Center,CLINIC,"Bakı, Y.Səfərov küçəsi, 19",(+994 12) 490 18 58,40.382013,49.863402,Bakı,Bakı,AIIC
Leyla Tibb Mərkəzi,CLINIC,İmişli ray. Ağamalıoğlu küç. ev 2B,0124902131,40.38201725775217,49.86082747552597,İmişli,Region,AIIC
Liman klinikası,CLINIC,"Sumqayıt şəh., 6-cı mkr, Səməd Vurğun küçəsi, 35A",0186446151,40.58046444565848,49.68741937553599,Sumqayıt,Region,AIIC
LOR Hospital,CLINIC,"Bakı şəh., Əhməd Rəcəbli 1/25",0514770111,40.40962745607249,49.860723175527326,Bakı,Bakı,AIIC
MedEra Hospital,CLINIC,Bakı şəh. Əcəmi Naxçıvani 53,(+994 12) 561 03 03,40.416772,49.841159,Bakı,Bakı,AIIC
Medera- Stomatologiya,CLINIC,"Binəqədi ray.,Əcəmi Naxçıvani 53.",0125610303,40.41643865565797,49.838962375527665,Bakı,Bakı,AIIC
Medican Hospital,CLINIC,"Lənkaran şəh, 20 yanvar küç, ev 71",0702550298,38.75457655511949,48.834913175444186,Lənkaran,Region,AIIC
Medika Hospital (Pətək),CLINIC,"Xətai ray.,Nəsrəddin Tusi 244",0123730745,40.36888560000001,49.94359148715821,Bakı,Bakı,AIIC
Medisan Tibb mərkəzi,CLINIC,"İmişli ray.,H.Əliyev pr. 131 (Mədəniyyət evinin yanı)",,39.86171748923324,48.06734697549949,İmişli,Region,AIIC
Medistom stomatoloji klinikası,CLINIC,"Bakı, 28 May küçəsi, 16/18",0125981656,40.377091258051685,49.847148275525676,Bakı,Bakı,AIIC
MediStyle Hospital,CLINIC,"Nərimanov ray.,Ak.Həsən Əliyev küç 116.",+994 51 979 00 00,40.40701665623129,49.86065187552712,Bakı,Bakı,AIIC
Milano Hospital,CLINIC,"Nərimanov rayonu, Əhməd Rəcəbli küçəsi 1/21",0124099091,40.41002435604816,49.859426375527406,Bakı,Bakı,AIIC
Milli İdman Tibb və Reabilitasiya İnstitutu,CLINIC,"Nərimanov rayonu, Olimpiya küç.",0125258310,40.39893315672311,49.85289127552672,Bakı,Bakı,AIIC
Modern Hospital,CLINIC,"AZ1119, Babək prospekti 85K, Bakı / Azərbaycan",+994 70 295 09 49,40.395825,49.948795,Bakı,Bakı,AIIC
Müassir Stomatologiya,CLINIC,"Sumqayıt şəh., Nizami küç., 14-21, AZ 5000",,40.59436884480937,49.666962875536775,Bakı,Bakı,AIIC
Məlhəm Beynəlxalq Hospital,CLINIC,Cəmşid Naxçıvanskı küç .433,0512017101,40.40760155619564,49.95212377552726,Naxçıvan,Region,AIIC
Mərcan Klinikası,CLINIC,"Bakı şəh., Məmmədcəfər Cəfərov 12",0123108585,40.405471356325435,49.80751777552711,Bakı,Bakı,AIIC
Mərkəzi Gömrük Hospitalı,CLINIC,"Yasamal ray.,K,Kazımzadə küç. 118",(+994 12) 404 08 08,40.37754585802406,49.81647487552575,Bakı,Bakı,AIIC
Mərkəzi Klinik Xəstəxana,CLINIC,"Yasamal ray., Parlament prospekti, 76",+994 (12) 492 10 92,40.3614319,49.81529169357912,Bakı,Bakı,AIIC
Mərkəzi Klinik Xəstəxanası,CLINIC,"Gəncə şəh.,",0222640909,40.6594015408348,46.3361132755402,Gəncə,Region,AIIC
Mərkəzi Klinika Ambulatoriya,CLINIC,"Səbayıl ray., Zərifə Əliyeva küç. 5,",+994 (12) 492 10 92,40.36867555856345,49.83666487552523,Bakı,Bakı,AIIC
Mərkəzi Klinika Stomatologiya,CLINIC,"Səbayıl ray., Xəqani küç. 90 D",0124924202,40.3767614580716,49.85288167552571,Bakı,Bakı,AIIC
N.Tusi adına Klinika,CLINIC,"Bakı şəh., Nəsimi r-nu.,Zərdabi küç. 53",+994 12 431 35 31,40.398638,49.804649,Bakı,Bakı,AIIC
Nəbz tibb mərkəzi,CLINIC,"Nizami ray.,Qara Qarayev Prospekti 31",0124213855,40.41771595558011,49.93289337552763,Bakı,Bakı,AIIC
OKİ Klinikası,CLINIC,F. Musayev küç. 27,0505971647,41.42577609361394,48.42811467558007,Bakı,Bakı,AIIC
Oksigen Klinik Xəstəxanası,CLINIC,"Nərimanov ray.Təbriz küç., 1959-cu məhəllə",0709060906,40.40364785643616,49.867436875527076,Bakı,Bakı,AIIC
Olimp Hospital,CLINIC,İnşaatçılar prospekti 8-10,0995388800,40.37577125813201,49.81702897552568,Bakı,Bakı,AIIC
Ömürdən pay Klinikası,CLINIC,Bərdə şəhəri N. Nərimanov 2,,40.50266971768785,46.890684114314716,Bakı,Bakı,AIIC
Only Dent MMC,CLINIC,"Bakı şəh., H. Zərdabi pr. mən 70",,40.37987608995059,49.814979692333395,Bakı,Bakı,AIIC
Ortopediya Pediatriya klinikası,CLINIC,"Nərimanov ray.,Atatürk prospekti 140",0707584040,40.4128396,49.84833359999999,Bakı,Bakı,AIIC
Qarabağ Klinik,CLINIC,"Bərdə şəh.,H.Əliyev pr. 124A",0504614000,40.361796358981685,47.12509537552493,Bərdə,Region,AIIC
Real Tibb Mərkəzi,CLINIC,"Sumqayıt şəh., N. Narimanov küç.,45-ci məh., bina 14",0186424580,40.58032109999999,49.5285371972656,Sumqayıt,Region,AIIC
Referans Binəqədi filialı,CLINIC,"Bakı şəh., Binəqədi ray., Azadlıq pr.167",*0033,40.41761505558625,49.833473575527755,Bakı,Bakı,AIIC
Referans Klinik Laboratoriya Mərkəzi & Poliklinik (Mərkəz filialı),CLINIC,"M.Məmmədzadə küç., 8A",0123100022,40.36936258481834,49.811483942326646,Bakı,Bakı,AIIC
Referans Poliklinik Mərdəkan filialı,CLINIC,"Xəzər ray., Mərdəkan qəs., Yesenin küç. 58",*0033,40.48772055131634,50.15190507553124,Bakı,Bakı,AIIC
Referans Poliklinik Nəsimi filialı,CLINIC,"Nəsimi ray., M.Mirqasımov küç. 25 A",0708060033,40.394912256967615,49.8353814755267,Bakı,Bakı,AIIC
Referans Poliklinik Əhmədli filialı,CLINIC,"Xətai ray., M.Hadi küç. 229 D",0706530033,40.38176705776728,49.95166247552597,Bakı,Bakı,AIIC
Referans Qəbələ Tibb Mərkəzi,CLINIC,"Qəbələ ray., Abbas Səhhət küç. 25 A",0773450033,40.96715692195675,47.84071237555608,Qəbələ,Region,AIIC
Respublika Diaqnostika Mərkəzi,CLINIC,"20 Yanvar m/st., Tbilisi prospekti, 147",+994 50 229 81 90,40.393823,49.806635,Bakı,Bakı,AIIC
Sağlam Ailə Medical Center,CLINIC,"Nərimanov ray.,C. Cabbarlı küç 24",,40.38139750758618,49.82956308145148,Bakı,Bakı,AIIC
Sağlam Ailə Medical Center 28 May filialı,CLINIC,Rəşid Behbudov küçəsi 56,0124401300,40.38187034418049,49.84204959898452,Bakı,Bakı,AIIC
"Sağlam Ailə Medical Center Mikrorayon ""Ultralab"" filialı",CLINIC,Asif Məhərrəmov küç.156C,0124401300,40.409699200000006,49.770133974316416,Bakı,Bakı,AIIC
Sağlam Ailə Medical Center Nərimanov filialı,CLINIC,"Əhməd Rəcəbli küçəsi 3,10",0124401300,40.4094608560824,49.85945367552734,Bakı,Bakı,AIIC
Sağlam Diş Stomotoloji Mərkəz Bakıxanov Filialı,CLINIC,"Bakıxanov qəs., S.Qocayev küç.,39A",,40.41686255563213,49.96184937552776,Bakı,Bakı,AIIC
Sağlam Diş Stomotoloji Mərkəz Qarayev Filialı,CLINIC,"Nizami ray., Əlif Hacıyev küç. 15",,40.4153116,49.913429987158224,Bakı,Bakı,AIIC
Sağlam Diş Stomotoloji Mərkəz Yasamal Filialı,CLINIC,"Yasamal ray., Tbilisi pr.49B",0125250050,40.394850956971446,49.814660475526615,Bakı,Bakı,AIIC
Sağlam Təbəssüm,CLINIC,"AZ5500,Şəki şəh.,A. Məmmədov,ev 18A",,41.20683830717566,47.173308175568536,Şəki,Region,AIIC
SEBA Fito (Koreya Şərq Təbabəti),CLINIC,"Bakı şəh., Neftçilər pr. 65",,40.360061659087215,49.83089187552471,Bakı,Bakı,AIIC
SNN Medical klinikası,CLINIC,"Yasamal ray., Fuad İbrahimbəyov küç . 12",0552132564,40.374662656946036,49.722994533888155,Bakı,Bakı,AIIC
Starlab Tibb Mərkəzi,CLINIC,"Nəsimi ray.,20 Yanvar küç.9A",0124311314,40.41274855588245,49.80729937552761,Bakı,Bakı,AIIC
Stimul Hospital,CLINIC,"Sabunçu ray. Bakıxanov qəs.,Yavər Əliyev küç 26",0125653838,40.43369415460746,49.95384017552861,Bakı,Bakı,AIIC
SWISS Dent,CLINIC,"Bakı şəh.,Yasamal ray. A.M.Şərifzadə küç. 34.",0998303200,40.37455705820579,49.80282097552555,Bakı,Bakı,AIIC
Səhhət Klinikası (Azərbaycan-Almaniya tibb klinikası),CLINIC,"Nizami ray.,Qara Qarayev Prospekti 125",0124478555,40.396008756901004,49.95138767552662,Bakı,Bakı,AIIC
Tofiqoğlu Tibb Mərkəzi,CLINIC,"Xaçmaz şəh. N.Nərimanov küç,ev 23A",,41.4611343914183,48.796488375581916,Bakı,Bakı,AIIC
Turan Klinikası,CLINIC,"Xətai ray.Əhmədli qəsəbəsi,Sarayevo küç.184.",0123700524,40.38629075749213,49.956654575526215,Bakı,Bakı,AIIC
Türk-American Medical Center,CLINIC,"Nəsimi ray.,Mərdanov qardaşları 52",0502224459,40.401802456548396,49.83091207552695,Bakı,Bakı,AIIC
Unikal klinikası,CLINIC,"Sumqayıt şəh., 5001",0186424655,40.57610284592483,49.676528075535856,Sumqayıt,Region,AIIC
Vest Hospital,CLINIC,"Bakı şəh., Binəqədi ray., Şövkət Məmmədova 52",0124047606,40.42497935513809,49.844054975528046,Bakı,Bakı,AIIC
Xüsusi Müalicə Sağlamlıq Kompleksi,CLINIC,"Səbayıl ray., Badamdar Sossesi 31",012 493 81 25,40.35300685951601,49.806730875524465,Bakı,Bakı,AIIC
Yaşam Tibb Mərkəzi,CLINIC,"Nərimanov ray.,Fətəli xan Xoyski 92A",0702734747,40.40200515653618,49.85830237552707,Bakı,Bakı,AIIC
Yeni Gəncə Tibb Mərkəzi,CLINIC,"Gəncə şəh., 28 May küçəsi",0505590303,40.68524673925375,46.32913637554151,Gəncə,Region,AIIC
Zubar -stomatoloji klinika,CLINIC,"Bakı şəh.,Xətai ray.,Gəncə pr. 29/30,mən. 8",,40.35498175939602,49.95900287552459,Bakı,Bakı,AIIC
“Uni” Klinika,CLINIC,"Bakı, B.Ağayev küçəsi, 115",0503930555,40.377038358054875,49.81587907552574,Bakı,Bakı,AIIC
20 Yanvar,PHARMACY,Zərdabi ilə M.Həsənov küç kəsişməsi 3165 məhəllə,"(012)431-87-00, 055-455-69-51",40.403814663004965,49.80234359952782,Bakı,Bakı,AIIC
5 N-Li,PHARMACY,Fətəli Xan Xoyski pr.,,40.40417528534018,49.86468193871813,Bakı,Bakı,AIIC
Almaz/Xacmaz,PHARMACY,"Xaçmaz rayon N.Nərimanov küç. (""Tofiqoğlu""klinikasinin yanı)","(02)33-25-42-89, (055)-455-85-96",41.457354,48.791083,Bakı,Bakı,AIIC
Aptek 100,PHARMACY,"Bakı şəh., Nizami ray., Qara Qarayev prs 74 H",,40.41157368116934,49.92618260630126,Bakı,Bakı,AIIC
Aptek 5plus,PHARMACY,"Bakı şəh., Yasamal ray., Ş.Qurbanov küç. 2, qapı 4",,40.37619855810598,49.82950417552563,Bakı,Bakı,AIIC
Aran-Biləsuvar,PHARMACY,"Biləsuvar şəh., H.Əliyev küç., ev 40 E",,39.459578046422834,48.54426380732261,Biləsuvar,Region,AIIC
Badamdar Poliklinika,PHARMACY,XMSK,(012)-502-41-53,40.34205711018148,49.806821275589066,Bakı,Bakı,AIIC
Bahar Pharma,PHARMACY,"Bakı şəh., Nəsimi ray., Rəşid Behbudov küç., ev 59, mən. 60",,40.380201857862374,49.841346875601545,Bakı,Bakı,AIIC
Balzam,PHARMACY,"Xirdalan şəh., M.Rəsulzadə ev 1, mən.1 (Uşaq poliklinikası və Günay mərasim evinin yanı)","(012)342-47-19, 055-455-81-26",40.46273645014208,49.70914306654437,Absheron,Bakı,AIIC
Darçın Aptek Buta 60,PHARMACY,"M.Qaşqay küç., ev 63a, mən. 1 (Medical Plazanın yax.)",,40.38665105215214,49.80494154136061,Bakı,Bakı,AIIC
Darçın Aptek Buta 87,PHARMACY,H.Abbasov küç. 22 (Lider TV yax.),,40.38656755747533,49.812666475526115,Bakı,Bakı,AIIC
Darçın Aptek Dokta 327,PHARMACY,"Nərimanov ray., F.X.Xoyski pr. ev 130 m. 3",,40.402897456481874,49.86498987552702,Bakı,Bakı,AIIC
Darçın Aptek Zeytun 152,PHARMACY,H.Salmani 1 (Neftçilər xəstəxanasının arxa girişi),,40.41066345513065,49.94104741337318,Bakı,Bakı,AIIC
Darçın Aptek Zeytun 533,PHARMACY,M.Həsənli 15,,40.40723,49.854583000000005,Bakı,Bakı,AIIC
Darçın Aptek,PHARMACY,Şərifzadə 273A-273E (İnşaatçılar metrosunun çıxışı),,40.39092817383974,49.80307519471868,Bakı,Bakı,AIIC
Darçın Aptek (Nail Aptek) Buta,PHARMACY,Binəqədi rayonu C.Ramazanov ev 2 b (Binəqədi mərkəz),,40.47423305213826,49.82076307553068,Bakı,Bakı,AIIC
Darçın Aptek Buta 160,PHARMACY,N.Hikmət küç. ev 24 (Yasamal Asan xidmətin yanı),,40.37899855793578,49.80160067552577,Bakı,Bakı,AIIC
Darçın Aptek Dokta,PHARMACY,"Binəqədi ray., Svetlana Məmmədova ev 201",,40.424720455153754,49.823523875528146,Bakı,Bakı,AIIC
Darçın Aptek Dokta 182,PHARMACY,M.Müşfiq küç. ev 10 m. 44,,40.35664390103735,49.79342157670461,Bakı,Bakı,AIIC
Darçın Aptek Dokta 206,PHARMACY,Darçın Aptek Dokta 206,,40.38020185786242,49.84134687552589,Bakı,Bakı,AIIC
Darçın Aptek Zeytun 323,PHARMACY,N.Yusifbəyli 90 a (Bakı Sağlamlıq Mərkəzi ilə üzbəüz),,40.398748307445,49.838804310597055,Bakı,Bakı,AIIC
Darçın Aptek Zeytun Abşeron 19,PHARMACY,"Xırdalan şəh., H.Əliyev pr. ev c",,40.45971100859673,49.72348489472881,Absheron,Bakı,AIIC
Dərnəgül,PHARMACY,"Binəqədi, Səttar Bəhlulzadə ev.20A, m.17",.,40.415309,49.844603,Bakı,Bakı,AIIC
Enerji,PHARMACY,"Bakı şəh, Nərimanov ray. Xan Şuşinski küç, ev.90G",,40.39339088344395,49.8334419833383,Bakı,Bakı,AIIC
Enterol,PHARMACY,"Baki ş., Xətai ray., M. Hadi küç. 41",,40.37852745796444,49.9425289755258,Bakı,Bakı,AIIC
Enziten,PHARMACY,"Bineqedi ray. H.Huseynov ev 13 (Tergül ticarət mərkəzi ile üzbəüz, Medera hospitalın yanı)","(012)-492-89-78, 055-455-90-61",40.407402,49.811149,Bakı,Bakı,AIIC
Favorit,PHARMACY,"Bakı şəh., Bakıxanov qəs, Sülh küç, 1D",,40.41456615157088,49.95218530325266,Bakı,Bakı,AIIC
Ferromed,PHARMACY,"Q.Qarayev pr-ti ev. 26 menzil 15 (Q.Qarayev metrosunun Ezizbeyov terefden cıxışı ""İrsad Telecom""-un arxası.)","(012)-323-43-64, (055)-455-85-97",40.407367,49.88061,Bakı,Bakı,AIIC
Funda Aptek,PHARMACY,"Bakı şəh., Montin,Hidayətzadə küç. 163",,40.38231095773418,49.841336675525994,Bakı,Bakı,AIIC
General,PHARMACY,"Baki şəhəri.Xətai rayonu.X.Məmmədov ev 32A ( Neptun marketlə üzbəüz ,Sərhədçinin yanı)","(012)-371-77-40, 055-455-81-07",40.37831631548163,49.94080918003141,Bakı,Bakı,AIIC
Gömrük Aptek,PHARMACY,"Yasamal ray., K.Kazımzadə küç. 118",,40.37814435798761,49.80887937552573,Bakı,Bakı,AIIC
Günəbaxan,PHARMACY,"Bakı şəh.,Yasamal ray., F.Ağayev ev 5",,40.38972645728312,49.85304377552635,Bakı,Bakı,AIIC
Güvən,PHARMACY,Baki şəhəri Yeni Yasamal qəs.Ə.Əhmədov4. (Albalı uşaq bağçasının yanı. English schoolun yanı),"(012)-505-82-39, 055-455-56-08",40.393403,49.787797,Bakı,Bakı,AIIC
Gəncə A.S.,PHARMACY,4mkr-n M.Xələfov küç.,"(022)2-65-12-42, 055-455-90-68",40.695685,46.378927,Bakı,Bakı,AIIC
Gəncə/Gönçə,PHARMACY,"Gəncə şəh., Kəpəz r-nu, H.Əliyev pr ilə Atatürk pr. kəsişməsi ""Ailə və Nigah"" tibb mərkəzi və ""Əminə ""marketin yanı.","(022)255-10-39, (055)-455-85-49",40.69445174453152,46.298636976907034,Gəncə,Region,AIIC
Harmony,PHARMACY,28 May 11 menzil 27 (Dilarə Əliyeva küçəsi 214),"(012)498-67-35, 055-455-90-70",40.379047,49.854259,Bakı,Bakı,AIIC
İmmuno,PHARMACY,İmişli ray.H.Əliyev pr-ti.ev 164A (Kapital Bankla üzbəüz),"(021)-246-12-07, 055-455-90-57",39.865253,48.063277,İmişli,Region,AIIC
İşıq,PHARMACY,"Bakı şəh. Bakıxanov qəs., 4081-ci məh. Gənclər küç",,40.443816949352616,49.97594531019071,Bakı,Bakı,AIIC
İzmir,PHARMACY,Baki şəhəri.Yasamal ray.Haqverdiyev ev11 (Kaspar xəstəxanası ilə üzbəüz),"(012)-539-20-52, 055-455-58-16",40.380253,49.812708,Bakı,Bakı,AIIC
Kanon,PHARMACY,"Bakı şəh., Nəsimi ray., A.Mirqasımov 2 (ATU-nin yanı.Nəsimi Rayon icra hakimiyyətinin keçmiş binası.)","(012)449-46-64, (055)-455-85-39",40.394,49.835,Bakı,Bakı,AIIC
Kanon/Lutemax,PHARMACY,"Bakı şəh., Yasamal ray., Şərifzadə küçəsi 100","(012)432-39-93, (055)-455-85-38",40.381715,49.802695,Bakı,Bakı,AIIC
Kanon/Stimol,PHARMACY,"Sumqayıt şəh., 2-ci mkr, Sülh küçəsi (Heydər Əliyev heykəlinin yanı.""Sputnik""t/m ilə üzbəüz)","(018)644-35-83, 055-455-89-00",40.58617186518509,49.670208074186334,Sumqayıt,Region,AIIC
Kardio,PHARMACY,"Bakı şəh., Səbail ray., Parlament pr. ev 76",(012)-492-79-19,40.361422,49.822648,Bakı,Bakı,AIIC
Leç.Komissiya,PHARMACY,Z.Əliyeva 5/Azərbaycan 5,,40.36866817571115,49.83699187502834,Bakı,Bakı,AIIC
Lökbatan,PHARMACY,"Qaradağ r-nu, Lökbatan qəsəbəsi, 28 May küç.","012-445-55-73, 055-455-89-10",40.32231747937625,49.73061391505124,Bakı,Bakı,AIIC
Lənkəran,PHARMACY,Nizami küç.,,38.75684935498574,48.84052267544426,Bakı,Bakı,AIIC
Masalli-1,PHARMACY,"Masalli ray., 20 Yanvar küç.,Iskeəndərli dairəsi",,40.420932255384315,49.727914775527985,Masallı,Region,AIIC
Medical,PHARMACY,"Baki şəhəri., Nərimanov ray., M.Əlizadə və Ə.Rəcəbli paralel küç.",,40.4092864448247,49.85946996917741,Bakı,Bakı,AIIC
Medical City (+online),PHARMACY,"Bakı şəh., 28 May küç.13",,40.37985013213876,49.84381064786602,Bakı,Bakı,AIIC
Metropark yeni,PHARMACY,"Nərimanov r-nu, Təbriz ev 99",,40.39546785693389,49.85882887552666,Bakı,Bakı,AIIC
Mingəçevir/Xəmsə,PHARMACY,"Mingəçevir şəh., H.Əliyev pr. 51 Q",,40.76713323423936,47.054205775545775,Mingəçevir,Region,AIIC
Mərdəkan,PHARMACY,Avtovağzal ərazisi,,40.41954955382686,49.79184814342084,Bakı,Bakı,AIIC
Nar,PHARMACY,"Bakı şəhəri, Nərimanov rayonu, Ağa Neymətulla küçəsi 63",,40.406322005441254,49.862783843418256,Bakı,Bakı,AIIC
Naturalist,PHARMACY,"Bakı şəh., Səbail ray., Əhməd Cavad küç. 22 (""MUM""-un yanı.)","(012)492-23-17, (055)-455-85-37",40.369071,49.829926,Bakı,Bakı,AIIC
Nefron,PHARMACY,"Bakı şəh., Əhməd Cavad küç. ev 32, mən. 2",,40.369071158539406,49.82954007552532,Bakı,Bakı,AIIC
Neftçilər ATS,PHARMACY,Mehti Mehtizadə və Yusif Səfərov küç-nin kəs.,"(012)489-51-84(85), (055)-455-88-01",40.382506,49.861725,Bakı,Bakı,AIIC
Nizami,PHARMACY,"Yasamal ray.S.Esgerova ev 79,m22 (Nizami metrosunun sağ tərəfdən çıxışında)","(012)-596-72-88 , 055-455-81-44",40.37878586587139,49.82802031476109,Bakı,Bakı,AIIC
